is_bad,member_id,loan_status,emp_title,emp_length,home_ownership,annual_inc,pymnt_plan,desc,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,revol_util_percent,policy_code,Partition
No,M1082777,Fully Paid,Montefiore Medical Center,1 year,MORTGAGE,100000,n,,116xx,NY,21.96,0,3/1/96,0,NA,NA,17,0,68.7,40,FALSE,0,NA,69%,1,V
No,M1294244,Fully Paid,Portland Public Schools,4 years,MORTGAGE,59393,n,"Never been late on mortgage, auto loan or open credit cards. Stable career in education.  Borrower added on 12/08/11 > Need emergency funds for father's medical care.",972xx,OR,13.7,0,8/1/97,1,50,45,12,1,44.1,18,FALSE,0,NA,44%,1,V
No,M1290516,Fully Paid,NA,n/a,MORTGAGE,60000,n,I plan to pay off credit cards and a finance company loan.,363xx,AL,21.96,0,3/1/03,1,75,NA,11,0,83.7,28,FALSE,0,NA,84%,1,V
No,M1058544,Fully Paid,Wells Fargo Advisors,10+ years,MORTGAGE,62500,n,,271xx,NC,13.31,0,9/1/90,1,NA,NA,12,0,82.4,35,FALSE,0,NA,82%,1,V
No,M1041662,Fully Paid,University of Louisville,3 years,RENT,30000,n,Post college credit card refinancing null,402xx,KY,21.48,0,9/1/01,0,NA,NA,15,0,65.8,19,FALSE,0,NA,66%,1,V
No,M0613384,Fully Paid,Newtown Savings Bank,2 years,RENT,70000,n,pay off creit cards I need to consolidate my credit card debt into one payment. My job is secure and I make a very good salary. My credit cards are my only debt.,064xx,CT,6.69,0,8/1/93,0,NA,NA,9,0,67.7,17,FALSE,0,NA,68%,1,V
No,M1091117,Fully Paid,PTI Technologies,3 years,MORTGAGE,115000,n,,913xx,CA,6.01,0,2/1/82,2,60,NA,11,0,53.7,26,FALSE,0,NA,54%,1,V
No,M1273753,Fully Paid,Booz Allen Hamilton,4 years,RENT,104371.43,n,I would like to pay off a few credit cards and close them to consolidate the debt into one payment.  I am looking toward my future of buying a condo and realize I need to consolidate my debt and have them paid off before moving to this step.,222xx,VA,12.97,0,10/1/96,0,NA,NA,12,0,94.1,15,FALSE,0,NA,94%,1,V
No,M0860161,Current,bed bath and beyond,3 years,RENT,36000,n,,070xx,NJ,7.17,0,12/1/05,0,NA,NA,3,0,99.2,9,FALSE,0,NA,99%,1,V
No,M0805610,Fully Paid,Tecogen,< 1 year,OWN,42000,n,"1) This will be used to pay off 2 Bank Of America debts - have been very dissatisfied with their customer service and business practices, while other banks have gone above and beyond. 2) I have a good credit score, and going higher.  I will continue to improve my credit worthiness through fiscal responsibility, but need to get rid of Bank Of America to do that.  I also have been at my address for 28 years, raised by a good family. 3)My debt payoff budget will be between $1100 and $1500 / month, as I am currently not responsible for rent or utilities. 4)My job is very stable, 40 hours per week guaranteed, with overtime (1 1/2x pay) pretty much mandatory, seeing 1-5 hours per week with potential for more.  The company I work for has limited competition, but is unmatched in service and customer benefits.",060xx,CT,12.51,0,12/1/00,0,NA,NA,4,0,81.3,15,FALSE,0,NA,81%,1,V
No,M0708306,Fully Paid,NA,n/a,RENT,18000,n,,146xx,NY,9.67,0,3/1/89,1,NA,86,7,1,66.4,10,FALSE,0,NA,66%,1,V
No,M1043486,Fully Paid,Yahoo,4 years,RENT,85000,n,,951xx,CA,14.44,0,9/1/00,0,NA,NA,8,0,54.6,15,FALSE,0,NA,55%,1,V
No,M1262815,Fully Paid,Scholastic Inc.,10+ years,RENT,90000,n,,112xx,NY,7.4,0,6/1/93,2,NA,NA,8,0,69.9,23,FALSE,0,NA,70%,1,V
No,M0410198,Fully Paid,columbus metropolitan library,10+ years,MORTGAGE,34515.87,n,"I need a new roof.  If there is money left over from that, I also need to have my home insulated.",432xx,OH,10.53,0,9/1/93,0,NA,NA,11,0,7.3,22,FALSE,0,NA,7%,1,V
No,M0450498,Fully Paid,Data Specialties Inc.,2 years,MORTGAGE,120000,n,Looking to cover credit card expenses at a lower rate.,920xx,CA,7.03,0,10/1/93,0,NA,NA,8,0,23.7,22,FALSE,0,NA,24%,1,V
Yes,M0777477,Charged Off,Visi-Line Inc,3 years,MORTGAGE,70000,n,,983xx,WA,19.78,0,2/1/99,2,NA,NA,10,0,60.1,24,FALSE,0,NA,60%,1,V
Yes,M1261059,Charged Off,NA,n/a,RENT,62000,n,,113xx,NY,7.39,0,1/1/00,0,32,NA,9,0,82.6,16,FALSE,0,NA,83%,1,V
No,M0721413,Fully Paid,Pueblo of Sandia Tribal Gaming Comm.,2 years,MORTGAGE,26400,n,"Paying off some high-interest revolving debt. Never had a late or missed payment. Working in a nearly recession-proof industry. Someone asked about the market value of my home, but I accidentally clicked ignore instead of submit on my answer. According to Zillow, it's $231,500. Current payoff amount on the mortgage is $146,400.",871xx,NM,24.32,0,9/1/05,1,NA,NA,6,0,61.4,7,FALSE,0,NA,61%,1,V
No,M1190166,Fully Paid,Vitra Inc.,10+ years,MORTGAGE,95000,n,,180xx,PA,20.32,0,5/1/04,0,NA,NA,13,0,42.9,24,FALSE,0,NA,43%,1,V
No,M1079559,Fully Paid,Par Electric,5 years,MORTGAGE,84000,n,,806xx,CO,7.26,0,6/1/96,0,NA,NA,11,0,39.4,21,FALSE,0,NA,39%,1,V
No,M0550950,Fully Paid,NA,< 1 year,OWN,40000,n,I would like to consolidate some credit cards.,038xx,NH,18.24,0,1/1/96,1,NA,NA,7,0,70.9,19,FALSE,0,NA,71%,1,V
No,M1088328,Fully Paid,"SPM, LLC",7 years,RENT,65000,n,"This is the last step in our plan to become debt free by 2015. We will be paying off 3 accounts with much higher terms. We have been paying 5-800 on these three accounts, so we can easily afford these payments. This is our last step to becoming debt free by 2015. We have been paying extra on the three accounts we're paying off some months as much at $800 so we can easily afford these payments. Our terms would be reduced substantially! null",352xx,AL,21.16,1,1/1/94,0,18,NA,11,0,22,27,FALSE,0,NA,22%,1,V
No,M0677070,Fully Paid,JP Morgan Chase,2 years,RENT,47500,n,,852xx,AZ,3.54,0,8/1/04,1,NA,NA,5,0,86.2,9,FALSE,0,NA,86%,1,V
No,M0760022,Fully Paid,Ed Rinke Chevrolet,8 years,MORTGAGE,34800,n,,480xx,MI,0.86,0,9/1/70,2,NA,NA,9,0,1.2,30,FALSE,0,NA,1%,1,V
No,M0827235,Fully Paid,aramark,10+ years,MORTGAGE,125000,n,,103xx,NY,15,0,2/1/95,3,49,NA,8,0,91.2,32,FALSE,0,NA,91%,1,V
No,M0974812,Fully Paid,Caterpillar Inc,10+ years,MORTGAGE,120000,n,I would like to buy a 1.3 acre lot I have excellent credit. I always pay my bills on time. Only two days left and I could really use this loan. 1 day left to invest in this loan. Only half way there and less than one day to go. Last day to invest in this opportunity! Thank you to everyone who has invested in this loan.  I won't let you down.  Still a few more $$'s to go!,605xx,IL,22.74,0,2/1/99,1,NA,NA,13,0,36.9,47,FALSE,0,NA,37%,1,V
No,M1186479,Fully Paid,State Street Corporation,8 years,RENT,65000,n,"I plan to use these funds to do the following: bolster emergency cash accounts, buy some new furniture, replace aging components in my car, and personal consumer spending.  I have a high credit score, pay bills on time, and I can't afford to tarnish my excellent credit history. I work in a growing field in the finance industry so the risk of layoff isn't as high.  I don't have a luxurious lifestyle. I rent instead of own to live within my means and I don't need that much space. I take public transportation to work, I only use a car during the weekends. My car is fully paid for, I fully pay off my credit card every month, and I don't have school loans left.  The reason I am on this site is that I don't want to borrow a lot of money from my credit card, their interest rates are higher.  Thank you and please fund. null",021xx,MA,0.65,0,5/1/01,0,NA,NA,7,0,4.5,12,FALSE,0,NA,4%,1,V
No,M1214706,Fully Paid,TIAA-CREF,1 year,RENT,44000,n,Using the funds to pay off a couple of small credit cards and take few small vacations throughout the next year. Using the funds to pay off a couple of small credit cards and take few small vacations throughout the next year.,802xx,CO,12.86,0,1/1/01,0,NA,NA,5,0,99.8,16,FALSE,0,NA,100%,1,V
No,M0613584,Fully Paid,Buchanan Community Schools,6 years,MORTGAGE,62000,n,"This money will be used to purchase an updated laptop computer to be used at my place of employment.  Due to budget cuts, I am having to purchase this on my own.",491xx,MI,16.51,0,5/1/98,1,71,NA,11,0,65.3,24,FALSE,0,NA,65%,1,V
Yes,M1083001,Charged Off,Northrop Grumman,3 years,OWN,63000,n,The purpose of this loan is to pay off any and all outstanding loans/credit cards. This will allow me to make one payment and get my financial house in order. I just wanted to thank everyone who has invested in my loan. I would also like to thank those of you who have at least considered investing. I'm rapidly approaching the 14 day mark and still just a little behind my mark. Thank you all again.,206xx,MD,14.11,0,4/1/02,0,NA,98,7,1,96.7,19,FALSE,0,NA,97%,1,V
No,M0858532,Fully Paid,Conway Auto,10+ years,MORTGAGE,42000,n,"Installing new roof, replacing widows and flooring.  currently employed for 11 years.",559xx,MN,6.14,0,3/1/99,1,NA,NA,10,0,36.5,26,FALSE,0,NA,36%,1,V
No,M0448561,Fully Paid,Millenium Partners,< 1 year,RENT,70004,n,I am requesting this loan to be able to purchase a car reliable enough for my work needs. I am a personal trainer/ pilates private instructor and my husband is an event dj and we both rely on our own transportation. I have a great credit history and I am very responsible and dedicated to paying all my bills on time. Giving me this loan would be a huge help for me to take this next step with my life.,331xx,FL,7.56,0,2/1/00,1,NA,NA,9,0,58,17,FALSE,0,NA,58%,1,V
No,M0754559,Fully Paid,"Ruby Tuesday, Inc",3 years,MORTGAGE,54996,n,"My wife and I are committed to paying off all of our debt except the house within 3.5 years.  We have been snowballing since January and are seeing progress.  We budget my paycheck down to the penny and have put all efforts into our debt.  We have cancelled all non essentials including cable tv and eating out.  If I didn't need a cell phone for work, that would be gone too.  This loan would pay off my highest card which is currently 19.99%.  I have been in the restaurant business for over 20 years and have a very stable position as a General Manager with a large restaurant group. Please let me know if you have any questions.",293xx,SC,9.86,0,8/1/94,1,NA,NA,5,0,79,24,FALSE,0,NA,79%,1,V
Yes,M0826642,Charged Off,Questmark Flooring,< 1 year,RENT,24000,n,I am looking to consolidate my student loans as well as my credit card to a lower interest rate,152xx,PA,10.8,0,8/1/06,1,NA,NA,5,0,85.1,9,FALSE,0,NA,85%,1,V
No,M0720977,Fully Paid,Street Solutions Inc,1 year,RENT,66000,n,"I've acquired some credit card debt from college. Since this is my first year of working, I would like to start off fresh, debt free.",103xx,NY,5.73,0,10/1/05,0,NA,NA,6,0,68.5,9,FALSE,0,NA,68%,1,V
No,M1034402,Fully Paid,YMCA of San Francisco,1 year,OWN,21600,n,,946xx,CA,20.56,0,1/1/98,3,NA,NA,5,0,76.9,9,FALSE,0,NA,77%,1,V
No,M1073587,Fully Paid,Pearson Education,4 years,MORTGAGE,75000,n,"Plan to use this loan to consolidate my debt Have not defaulted on any type of loan, never late with payments Job is in a secure industry null",958xx,CA,17.34,0,11/1/91,0,53,NA,13,0,40.7,27,FALSE,0,NA,41%,1,V
No,M0973243,Fully Paid,BOEMRE,10+ years,RENT,72345,n,This loan is a stasrtup loan for my computer Repair business,930xx,CA,2.09,1,7/1/83,0,10,NA,6,0,87.8,24,FALSE,0,NA,88%,1,V
No,M0375924,Fully Paid,Kasky Insurance,4 years,OWN,18000,n,I have a year and a half left at an Ivy Legue school where I am studying Business Management. Private lenders are only offering loans at extremely high rates and I really don't want to pay 13-14% interest. I work and live at home so I hardly have any expenses and most of my federal education loans are deferred but I can't don't make enough to pay for each semester up font.,152xx,PA,20.2,0,10/1/04,6,NA,NA,12,0,83.2,19,FALSE,0,NA,83%,1,V
No,M0695048,Fully Paid,Teleperformance USA,< 1 year,RENT,20800,n,"After being in a 6year relationship, now being single, I am ready to explore what life has to offer and see it for what it is! I have a full time job, with good income to over this loan, after all I bills, I still have a $400.00 &quot;play money&quot;.",432xx,OH,14.02,0,12/1/06,3,NA,NA,6,0,56.9,6,FALSE,0,NA,57%,1,V
No,M0811072,Fully Paid,Aldi Inc.,10+ years,MORTGAGE,89000,n,,212xx,MD,0.86,0,11/1/96,1,NA,NA,7,0,38.9,38,FALSE,0,NA,39%,1,V
No,M1040059,Fully Paid,Electric Boat Corporation,10+ years,MORTGAGE,480000,n,this is to make up amount of a loan that did get approved and was not fully funded at time of clousure. I am ready to use to complete 2nd phase of deck rebuild which will increase my prperty value by 20K,028xx,RI,7.95,2,3/1/89,1,5,NA,17,0,8.1,63,FALSE,0,NA,8%,1,V
No,M0574834,Fully Paid,NB Handy,1 year,MORTGAGE,80689.8,n,"574834 added on 11/22/09 > As mentioned, we are trying to keep our ""head above water"", but we are slowly sinking.  We are a family of 5 with 3 small kids.  We have recently moved out of state due to a job change and unexpected costs have caused us to charge more frequently on our credit cards.  We have good credit and have always paid our bills on time but now we are just paying minimum payments.  Life and the economy is stressfull enough these days but to not have credit card debt and medical debt would be a BIG stress reliever.  Please consider us for funding! 574834 added on 11/28/09 > If we could pay off all our credit cards and medical bills, we will have enough money left over at the end of each month for unexpected costs and just to have money until the next pay period for clothing, groceries, etc.  We will cancel all credit cards to ensure that we do not charge for unnecessary reasons, especially the smaller cards like BELK, BEST BUY, etc, if we we don't have the money for materialist items, then we don't need it and we will wait until the next payday, cancelling these cards will affirm our decision to charge.",305xx,GA,19.91,1,7/1/92,0,18,NA,17,0,36.1,39,FALSE,0,NA,36%,1,V
No,M0816659,Fully Paid,Stryker  Tams and Dill,< 1 year,RENT,30000,n,I'm applying for this loan to get rid of my credit card debt and to also make my money not so tight every month.,076xx,NJ,19.32,0,1/1/03,0,NA,NA,9,0,62.1,19,FALSE,0,NA,62%,1,V
No,M0365188,Fully Paid,Lockheed Martin,1 year,MORTGAGE,98406,n,"This loan will be used to pay off a high interest credit card that we obtained specifically to pay for our replacement vinyl windows, through the window company. We received 0% interest for the first 6 months, and have been paying $216 a month since June. The promotional rate of 0% is ending soon (in November); the rate will then jump up to 21.90%, retroactive to when we first purchased the windows. Originally, we had expected to take out a home equity loan to pay for the windows before the promotional rate ended. With the drop in our house's market value, the credit crunch, etc..., that is no longer a viable option. Plan ""B"" was to transfer the balance from the window credit card to an existing credit card that has more than enough available credit. Terms on this card are 8.874% APR, as long as we pay at least 5% of the balance each month (which we do). Unfortunately, that credit card company is not offering any balance transfer offers at the moment (surprise, surprise!), so Plan ""C"" is to use a convenience check from that credit card, which carries the cash advance terms of 16.453% APR, with a 3% fee (no cap). I decided to look into Lending Club as a potentially better Plan ""C"".  I am a good candidate for this loan because I have excellent credit and have never missed or been late on a payment in almost 20 years of borrowing. I have a stable, secure, decent paying job. I have been with my current employer for only 1 year and 7 months, but have been in the same industry for 12 years, with only one previous employer (in this industry). The current amount we pay to the window credit card is $216 a month, which is easily manageable. The monthly payment for the Lending Club loan will be less than this amount.",809xx,CO,19.36,0,5/1/92,2,NA,NA,9,0,53.1,26,FALSE,0,NA,53%,1,V
No,M1013822,Fully Paid,US District Court,10+ years,MORTGAGE,73000,n,"This will be one step towards ridding myself of credit card debt by having a definite date for the end of the loan as opposed to open ended, never ending, minimum payments and.. gives me hope that I won't have to sell my home because of too much debt Although I am looking to clear up debt, I am a reliable borrower.  I always pay my obligations on time or ahead of the scheduled date.  I value my credit rating.  Yes, I always pay ...the downfall is I always pay the minumum. It is time to work toward abandoning that strategy. I hope to use cash in the future for pleasure purchases  If I had all the money that I use to make minimum payments, I would have enough money, no need for credit.  That is my attitude about it. I have worked at my place of employmengt for 20 years, moving up into different positions until I reached the one I hold today.  I have to start thinking about retirement from this job- in about 10 years- which means I need to take care of my debt. I need to start working towards that now.  I hope to be employed elsewhere when I retire from my current position but the salary will likely not be as much, at least that is the way I have to approach it.",130xx,NY,18.9,0,5/1/83,2,NA,NA,22,0,56.9,62,FALSE,0,NA,57%,1,V
Yes,M1023144,Charged Off,The Johns Hopkins University,2 years,RENT,60000,n,,212xx,MD,7.56,0,11/1/03,1,40,NA,4,0,89.8,13,FALSE,0,NA,90%,1,V
Yes,M0812601,Charged Off,Logli,5 years,RENT,12000,n,Medical bills,611xx,IL,11.7,0,7/1/07,3,NA,NA,5,0,1.8,6,FALSE,0,NA,2%,1,V
No,M1069269,Fully Paid,Montgomery ISD,5 years,MORTGAGE,190300,n,,773xx,TX,4.64,0,6/1/81,0,NA,NA,13,0,56.6,35,FALSE,0,NA,57%,1,V
Yes,M1294536,Charged Off,Independent Imaging,6 years,RENT,70000,n,"I need help to pay off my credit cards fast and just have one monthly bill.    Borrower added on 12/14/11 > As I mentioned before, I need the loan to consolidate my debt. I was going through a difficult situation and had to rely on credit cards. Now that situation has passed and I would like to pay them all off and stay with one monthly payment. I have a stable job in the medical field.",334xx,FL,16.63,0,11/1/02,1,NA,NA,10,0,79.9,24,FALSE,0,NA,80%,1,V
No,M1069135,Fully Paid,Armory Auto,10+ years,MORTGAGE,85000,n,"Relocation Expenses of moving my part time business. This part time business is a metal fabrication, custom paint shop. We need a bigger home, this is what we're using the money for!",120xx,NY,17.18,0,2/1/00,1,33,NA,14,0,52.8,34,FALSE,0,NA,53%,1,V
No,M0550216,Fully Paid,NA,< 1 year,RENT,25200,n,"550216 added on 10/20/09 > [1]I'm going use the fund to pay off my 19.90% APR discover card.   [2]I'm working in local video store as assistant manager. i've been work there for 3 years.    [3]My current net income is $2100.   [4]My total expenses are  $600 rental  $50 gas and electric  $40 cell phone $200 credit cards payments.   [5]As you will find out, I do manage my credit score responsibly. I have no history of late payment since 2003 and i have successful payment history of 5 years and 5 months auto loan.",900xx,CA,12.14,0,5/1/04,0,NA,NA,12,0,32.8,18,FALSE,0,NA,33%,1,V
No,M1064032,Fully Paid,Keystone Medical Group,1 year,MORTGAGE,96000,n,,925xx,CA,1.31,0,11/1/97,1,28,NA,24,0,27.3,44,FALSE,0,NA,27%,1,V
No,M1285215,Fully Paid,Walmart,10+ years,RENT,16800,n,"personal needs   Borrower added on 12/04/11 > personal needs   Borrower added on 12/04/11 > personal debt and needs   Borrower added on 12/04/11 > bill consolidation and personal debt pay off   Borrower added on 12/04/11 > this is to be used to pay personal debt  i am a stable employee of walmart for over 18 yrs I have a great credit score and am very responsible.   Borrower added on 12/04/11 > this will be used to pay personal debt i am a fulltime employee of walmart for 18yrs I have an excellent credit rating with great credit history My earnings are 2/3 more than my current monthy bills    Borrower added on 12/04/11 > this is needed for personal needs personal family matters i have been a full time employee for over 18yrs with my employer my monthy earnings are two thirds more than my current monthly housing costs and debt i have a great credit rating and excellent credit history, i pay my bills in a timely manner.",959xx,CA,20.29,0,8/1/89,2,79,NA,6,0,9.5,17,FALSE,0,NA,10%,1,V
No,M0578903,Fully Paid,American Heart Assoc.,< 1 year,MORTGAGE,43008,n,578903 added on 12/12/09 > I want to pay off a $8900 higher interest loan. With remainder pay off one card and pay down on others.,080xx,NJ,21.85,0,5/1/02,1,NA,NA,10,0,55,16,FALSE,0,NA,55%,1,V
Yes,M0773803,Charged Off,Bema Electronics,5 years,MORTGAGE,50000,n,"OK I am a document Control Manager and the job is very stable, i'm in need of the money to pay my high interest rate credit card, i'll pay back very soon on the loan.",951xx,CA,14.57,0,9/1/05,0,53,NA,11,0,37.8,19,FALSE,0,NA,38%,1,V
No,M0792541,Fully Paid,Us Army,< 1 year,RENT,49000,n,,655xx,MO,4.68,0,5/1/97,0,NA,NA,6,0,19.8,19,FALSE,0,NA,20%,1,V
No,M1231352,Fully Paid,Waxie Sanitary,10+ years,MORTGAGE,57600,n,,923xx,CA,17.06,0,11/1/83,0,NA,NA,11,0,48.3,31,FALSE,0,NA,48%,1,V
No,M0808537,Fully Paid,NA,n/a,OWN,48000,n,,327xx,FL,4.4,0,7/1/82,1,NA,NA,10,0,10.8,40,FALSE,0,NA,11%,1,V
No,M0981843,Fully Paid,Red Prairie,10+ years,RENT,62000,n,,921xx,CA,14.32,0,9/1/95,1,NA,NA,6,0,0,28,FALSE,0,NA,0%,1,V
No,M0848173,Fully Paid,Brockton furnace and duct,< 1 year,RENT,20640,n,I work 2 jobs pay all my bills on time I just need to consolidate to save on intrest I can make my payments easily every month. I work a full-time and partime job both stable I want to re build my credit and need to consolidate so I can.,020xx,MA,24.36,0,2/1/02,3,60,NA,6,0,78.9,22,FALSE,0,NA,79%,1,V
Yes,M0822717,Charged Off,Deborah Heart & Lung Center,< 1 year,MORTGAGE,58000,n,,080xx,NJ,18.17,0,4/1/93,1,NA,NA,16,0,28.7,35,FALSE,0,NA,29%,1,V
No,M0763476,Fully Paid,Issaquah School District,10+ years,RENT,40000,n,,980xx,WA,21.63,0,12/1/99,0,61,NA,8,0,88.1,21,FALSE,0,NA,88%,1,V
No,M0797891,Fully Paid,Pendum  LLC,7 years,MORTGAGE,65000,n,I want to finish my master bathroom and half bath in my home with custom tile work and upgraded fixtures!,120xx,NY,10.08,0,1/1/01,2,NA,NA,9,0,19.2,22,FALSE,0,NA,19%,1,V
No,M0716435,Fully Paid,State of Texas,2 years,MORTGAGE,48000,n,I want to consolidate my high interest credit cards into a lower interest payment.,760xx,TX,23.15,0,2/1/87,0,NA,NA,17,0,35.7,25,FALSE,0,NA,36%,1,V
No,M0855384,Fully Paid,FujiFilm Dimatix,9 years,RENT,125000,n,I plan to use the funds to pay off high interest credit cards. I always pay my debt on time and maintain a good credit score. By paying off the high interest credit cards I will be able to save $1200 or more.  I have been working for the same company for 9 years at Fujifilm.  Alot of potential opportunity to move up and increase income.,951xx,CA,19.96,0,1/1/94,0,NA,NA,10,0,43.4,17,FALSE,0,NA,43%,1,V
No,M0713521,Fully Paid,Bryan Brothers Inc,10+ years,MORTGAGE,40200,n,,238xx,VA,1.91,0,12/1/92,0,27,NA,9,0,3.2,34,FALSE,0,NA,3%,1,V
No,M1193177,Fully Paid,Triad Isotopes,4 years,MORTGAGE,120155,n,,327xx,FL,8.28,0,10/1/01,0,NA,NA,11,0,0,44,FALSE,0,NA,0%,1,V
No,M0812036,Fully Paid,The WellPoint Companies  Inc,7 years,RENT,42132,n,,900xx,CA,12.87,0,3/1/95,0,NA,NA,8,0,40.2,15,FALSE,0,NA,40%,1,V
No,M0292832,Fully Paid,Blue Shield Of California,4 years,RENT,32000,n,I have 2400.00 on one credit card and 500 on another one and I'd like to pay them off since they both have extremely high interest rates.  thanks.,956xx,CA,13.28,2,5/1/96,1,8,NA,7,0,27.7,13,FALSE,0,NA,28%,1,V
Yes,M1252710,Charged Off,athletic fields of america,2 years,RENT,54000,n,this will allow me to pay off all other debt and have one payment each month instead of paying 9 diffrent accounts each month which cost me over 1000 each month so now im not preasured to worrie so much. thank you lending club there when nobody eles is,114xx,NY,6.47,0,11/1/05,0,NA,NA,9,0,77.9,11,FALSE,0,NA,78%,1,V
No,M0794036,Fully Paid,Nye County School District,4 years,MORTGAGE,37500,n,"I am a teacher, and had to pay tuition for some classes I needed to take in order to keep my job. Unfortunately that meant using my credit cards. My goal is to eliminate this debt in as little time as possible.",890xx,NV,17.47,0,9/1/00,1,NA,NA,6,0,65.9,14,FALSE,0,NA,66%,1,V
No,M0559524,Fully Paid,FASHION INSTITUTE OF DESIGN,3 years,RENT,20064,n,"559524 added on 10/30/09 > Paying off my citicard. 559524 added on 10/30/09 > I am now trying to pay off my credit cards.   I've never been unemployed and with all my major credit cards paid off, I will only be focusing on paying you off.  I am a full time Financial Aid Administrative Assistant.",945xx,CA,17.58,0,1/1/05,0,NA,NA,5,0,83.8,5,FALSE,0,NA,84%,1,V
No,M1108246,Fully Paid,Elwyn NC,2 years,RENT,48000,n,,951xx,CA,16.6,0,7/1/02,2,NA,NA,12,0,41.9,17,FALSE,0,NA,42%,1,V
No,M0210254,Fully Paid,open text corp,2 years,MORTGAGE,110000,n,"Re-financing high rent credit. We have great credit and payback history. Would rather pay that rent to other folks, not to banks. Not interested in paying bankers to support sporting and entertainment events; building larger buildings than the next bank.",301xx,GA,16.87,0,9/1/84,1,0,0,17,0,41.1,30,FALSE,0,NA,41%,1,V
Yes,M0665739,Charged Off,"PWS, Inc.",10+ years,MORTGAGE,100000,n,The purpose of this short term loan is to payoff all of my high credit cards debts.  As it is right now i make more than the minimum payments  however see that that as a result of higher interest rates the balances decrease very little on a month to month basis.  Any assistance you can provide towards this loan would be greatly appreciated.  Thank you. I am an excellent borrower because i have been at my job for almost 20 years.  I have a stable professional enviroment and am currently getting my MBA to continue my education.,906xx,CA,12.89,0,2/1/91,0,NA,90,16,1,75.3,33,FALSE,0,NA,75%,1,V
No,M0656671,Fully Paid,Precision Capital,3 years,RENT,60000,n,I have credit cards with APR's of 16-18% and this loan will be used to consolidate them at a lower rate.,100xx,NY,9.74,0,10/1/02,2,NA,NA,12,0,51.4,29,FALSE,0,NA,51%,1,V
Yes,M0587495,Charged Off,Payless,2 years,OWN,12360,n,,442xx,OH,21.46,0,12/1/05,3,NA,NA,2,0,0,3,FALSE,0,NA,0%,1,V
No,M0618174,Fully Paid,Hensel Phelps Construction,1 year,RENT,68648.26,n,I show horses competitively. Found a project horse I want to purchase so train and show myself. Its an opportunity that is to good to pass up.,950xx,CA,12.27,0,3/1/04,1,NA,NA,3,0,36.7,5,FALSE,0,NA,37%,1,V
No,M1095990,Fully Paid,Sutter Connect,10+ years,RENT,66000,n,To purchase a 1979 Kawa null,956xx,CA,21.95,0,7/1/78,3,NA,NA,18,0,52.3,62,FALSE,0,NA,52%,1,V
No,M0767411,Fully Paid,Renasant Bank,2 years,MORTGAGE,99996,n,"We have a few touch ups we need to do to our house, which we are selling.  I was planning to just use one of our credit cards for the items but the issuers cut my limits down by about half when I paid about $4-5K on each one a couple of months ago.  When they did that, it dropped my score down to the low to mid 600's. We have a few touch ups we need to do to our house, which we are selling.  I was planning to just use one of our credit cards for the items but the issuers cut my limits down by about half when I paid about $4-5K on each one a couple of months ago when I sold an investment property.  When they did that, it dropped my credit score down to the mid-600 range.  I have never had a single late payment on any of my accounts, it is just my scores are down due to my balances being too high compared to my limits.  I have a house that I am selling (in addition to our primary residence) that has about $30,000 in equity so I will have plenty of cash flow within the next 60 days but we want to be able to go ahead and get moved by Christmas.  We've sold 3 or 4 houses before and they have all sold very quickly so we are confident this one will as well.  Please let me know if you have any other questions.  Thanks.",356xx,AL,9.89,0,1/1/98,0,NA,NA,8,0,87,35,FALSE,0,NA,87%,1,V
Yes,M1029216,Charged Off,NA,n/a,OWN,18000,n,We need this loan to move as we have an unstable neighbor that has threatened us and in order to move and keep our good rental history we have to pay through july and half of august before we move plus have funds for a new place.,935xx,CA,20.93,0,1/1/01,0,NA,NA,2,0,90.5,17,FALSE,0,NA,90%,1,V
No,M0976591,Fully Paid,NA,n/a,MORTGAGE,35376,n,,857xx,AZ,15.71,0,8/1/90,1,79,NA,7,0,57.4,23,FALSE,0,NA,57%,1,V
No,M1078796,Fully Paid,UCSF Dept. of Radiology,10+ years,RENT,55200,n,thanks for viewing my loan request,940xx,CA,23.53,0,4/1/97,0,NA,NA,6,0,67.6,31,FALSE,0,NA,68%,1,V
No,M1203038,Fully Paid,Jurupa Unified School District,4 years,MORTGAGE,72000,n,"Consolidating household credit cards:  Home Depot, Nordstroms, and Capital1",925xx,CA,26.45,0,4/1/96,0,NA,NA,9,0,52.3,16,FALSE,0,NA,52%,1,V
No,M0957885,Fully Paid,Sandia Corp.,4 years,MORTGAGE,61000,n,Using this loan to refinance credit card debt.,871xx,NM,18.75,0,9/1/99,0,NA,NA,15,0,33.1,27,FALSE,0,NA,33%,1,V
No,M1055384,Fully Paid,Sunray ISD,< 1 year,RENT,53052,n,I have a good job. I make budgets every pay day. I've never missed a payment,790xx,TX,18.95,0,3/1/05,0,NA,NA,4,0,53.6,7,FALSE,0,NA,54%,1,V
No,M0785757,Fully Paid,Gardner Pie Company,2 years,RENT,19680,n,,443xx,OH,13.41,1,10/1/05,0,23,NA,4,0,87.5,9,FALSE,0,NA,88%,1,V
