member_id,loan_status,emp_title,emp_length,home_ownership,annual_inc,pymnt_plan,desc,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,revol_util_percent,policy_code
M1401350,Fully Paid,precision machine,< 1 year,RENT,50000,n,NA,300xx,GA,19.23,0,5/1/1998,2,NA,NA,8,0,87.5,17,FALSE,0,NA,88%,1
M1401351,Fully Paid,NA,n/a,MORTGAGE,125000,n,"I recently accepted a job offer requiring relocation within two months. The loan will be used to cover moving expenses, including deposits on rental property, storage, movers, etc. The cost of living is lower where I am moving to. This job is not just &quot;a job&quot; but is a substantial advancement in my chosen career. I'm invested in not just keeping the job but rather in excelling.  I have a great credit score and do not take on debt unnecessarily or without calculating the cost of the loan and my ability to timely repay. I am never late on a payment because I always set up automatic payments. This is borne out by Lending Club's offered loan rate.",223xx,VA,20.24,0,2/1/1996,0,NA,NA,17,0,32.7,53,FALSE,0,NA,33%,1
M1401352,Current,White County BOC,4 years,MORTGAGE,42500,n,NA,305xx,GA,10.08,0,1/1/1993,0,NA,88,8,1,83.4,17,FALSE,0,NA,83%,1
M1401353,Fully Paid,Hostway Corporation,5 years,RENT,50000,n,"I am currently saving up for my wedding and, coupled with the high interest rates on older credit cards, I have been unable to save for the wedding and pay off my credit cards at an acceptable rate.  Outside of the credit card debt I am attempting to consolidate, I have a car payment and student loans which I can handle.",606xx,IL,16.15,0,1/1/2003,1,NA,NA,9,0,56.6,15,FALSE,0,NA,57%,1
M1401354,Fully Paid,old ranch country club,< 1 year,RENT,30000,n,I have a very stable job an am trying to move out into a better place with my daughter I have a very stable job an am trying to move out into a better place with my daughter,928xx,CA,19.24,0,1/1/2005,1,NA,NA,6,0,55.7,8,FALSE,0,NA,56%,1
M1401355,Fully Paid,Christian Coalition of Florida,7 years,RENT,56000,n,"I plan to purchase a 1959 MGA classic/collector car with these funds. I am a good borrower and have recently checked my credit score (it was above 730). My monthly family budget is greater than $4,500.00 and I run a fairly tight ship. This is my seventh year at the same job, my wife also works, and I do additional consulting work on the side for extra income.",344xx,FL,21.64,0,3/1/1993,1,NA,NA,9,0,89.9,20,FALSE,0,NA,90%,1
M1401356,Fully Paid,Essintial Enterprise Solutions,10+ years,RENT,39000,n,Would like to consolidate three monthly payments (2 credit cards and 1 loan) into one monthly payment.,171xx,PA,16.62,0,7/1/1999,2,NA,NA,8,0,67,10,FALSE,0,NA,67%,1
M1401357,Fully Paid,Toray CFA Inc.,3 years,MORTGAGE,50000,n,Note   Borrower added on 11/18/11 > Note,357xx,AL,5.83,0,7/1/2000,0,NA,NA,11,0,51.9,23,FALSE,0,NA,52%,1
M1401358,Fully Paid,The Grand Canal Shoppes at The Venetian,2 years,MORTGAGE,63000,n,Consolidate my car payment and motorcycle payment into one loan and lower the aggregate interest rate and monthly payments.,891xx,NV,10.82,0,6/1/2000,1,24,NA,11,0,37,20,FALSE,0,NA,37%,1
M1401359,Charged Off,L.D.,4 years,MORTGAGE,54000,n,NA,199xx,DE,17.93,0,3/1/1995,0,69,NA,7,0,67.3,10,FALSE,0,NA,67%,1
M1401360,Charged Off,Battery Worx Inc,< 1 year,MORTGAGE,48000,n,NA,935xx,CA,3.55,0,2/1/1999,0,NA,NA,9,0,28.5,14,FALSE,0,NA,28%,1
M1401361,Fully Paid,Edge Initiatives-The Alternative Board,4 years,RENT,40404,n,I plan to use my funds to pay off two higher rate credit cards and an IRS tax bill. I'm a great borrower because I ALWAYS make payments on time and I pay more than the minimum due. By getting this loan I will actually be saving money at the end of each month and paying down the debt in a shorter amount of time at a better rate. I am my boss' right hand everything.  Without me he wouldn't know how to find a file!  So after almost 4 years put in already I am not going anywhere because I do need him as much as he needs me.  Thanks for the opportunity to become debt free!,117xx,NY,26.08,0,11/1/1990,0,68,NA,5,0,66.6,15,FALSE,0,NA,67%,1
M1401362,Charged Off,KEYWELL CORPORATION LLC,10+ years,MORTGAGE,35000,n,PAY OFF SOME HIGHER INTEREST LOANS TO GET OUT OF DEBT QUICKLY.I PAY MY BILLS ON TIME.BUDGET ABOUT 1000 DOLLARS SECURE JOB WORKED 26 YRS NEVER LAID OFF JUST SINGED A NEW CONTRACT TILL 5/9/2015,147xx,NY,14.13,0,3/1/1989,1,NA,NA,10,0,24.5,12,FALSE,0,NA,24%,1
M1401363,Fully Paid,Andover Electric,5 years,MORTGAGE,70000,n,NA,018xx,MA,10.35,0,6/1/2001,0,38,NA,10,0,18.8,23,FALSE,0,NA,19%,1
M1401364,Fully Paid,RVi Planning,3 years,RENT,52500,n,Citicard is increasing their interest rates so I figure now is a great time to consolidate my debt and start working on becoming debt free.,770xx,TX,21.53,0,2/1/2001,0,NA,NA,7,0,46.3,20,FALSE,0,NA,46%,1
M1401365,Fully Paid,Entire Real Estate Services,2 years,MORTGAGE,40000,n,"Hi All,  I am requesting a loan to pay down some credit cards so that my FICO will go up!  The higher the better!  I have never missed a payment on anything including my mortgage of 6 years, but I am told if you have more than 35% of the credit limit on credit cards then it will lower your score.  I keep mine less than 50% but I would like to try and lower it below 35%.  Lending Club pulls Transunion but my other two scores are much higher.  Maybe this loan will raise my transunion.  Our household income is 160k annually and my bills are only about $400.  Thanks in advance for lending!  :)",750xx,TX,10.53,0,7/1/1999,4,32,NA,13,0,35.7,21,FALSE,0,NA,36%,1
M1401366,Charged Off,Line-X Coatings,2 years,MORTGAGE,65000,n,"We are a company that focuses on Residential, Commercial and Recreational coatings that will enhance our customers satisfaction. We only use the best coatings for our clients and ensure timely return to service. Provide Cost Savings Impermeable and anti-microbial surface makes floors easier to maintain. Incur lower application costs with faster cure time and reduced downtime. Enhance Your Image 100% UV clear topcoats and UV stable pigmented coatings & stains provide for a rich and long lasting finish that will not fade, yellow or peel. Adhesion is Paramount to our Performance Patented technology was designed to effectively absorb into the concrete or steel substrate in order to bond both mechanically and chemically within the pores of the material. A fundamental component differentiating our us from other products, this technology allows for maximum adhesion surface area and is the cornerstone of our superior performance. Chemical Resistance Resistant to a wide range of commercial and industrial chemicals. Full resistance to Skydrol and other highly corrosive fluids. All Climate Application No limitations for minimum cure temperatures. We can be applied in temperatures as low as thirty degrees below zero. Traction Our coatings and stains can be used in higher traffic areas where traction is key. This is achieved in conjunction with a quartz or silica additive within the coating process.  Thank you for your consideration As a Regional Manager for Line-X, I travel extensively and IÌ¢åÛåªm ready to make a change. I work with 42 franchises across four states and have come to appreciate the endless possibilities of having a thin build coating as well as a thick build coating. I apologize for not having a better description of what the loan would be used for, it would go towards the following: MK Floor Grinder, 4Ì¢åÛå Hand Grinder, 7Ì¢åÛåHand Grinder, 75FT 220V Extension Cord, Jiffy Mixer, Wagner Gun, Diamond Cup Wheel Replacements for the 4Ì¢åÛå, 7Ì¢åÛå and the floor grinder. Development of our website, Direct Marketing for a 25 mile radius and a used cargo or step van that will have a vinyl wrap for mobile marketing. Please let me know if you have any further questions, I would be more than happy to answer them. Respectfully, Eric",761xx,TX,7.53,0,7/1/1999,0,24,NA,4,0,5,16,FALSE,0,NA,5%,1
M1401367,Current,Regal Bank & Trust,6 years,RENT,48000,n,"*I plan to utilize the funds to assist with credit card and personal debt repayment. *I am an excellent borrower, as all debt is paid in full and on time. I understand the importance of establishing and maintaining a good credit record. *My job is stable, as I am employable, and have been employed by a financial institution since December 2005. *Thank you, in advance, for your considerations.",212xx,MD,19.5,0,4/1/1998,2,NA,NA,6,0,100,14,FALSE,0,NA,100%,1
M1401368,Charged Off,Inova Health System,2 years,OWN,56000,n,"I am consolidating medical bills incurred while in school. I am now employed full time and want to pay off the bills quickly and fully while paying all bills on time.  Borrower added on 12/01/11 > When the cc companies raised the interest rates to 28% I began looking for a way to pay this more quickly with less interest. The lower rate through LC will help me succeed.  Borrower added on 12/02/11 > I was informed by the cc companies that the rates were raised b/c of the large balances. I do not have delinquencies or late payments. I am committed to paying this off, as I don't consider bankruptcy to be an option. I am fortunate that I have stable employment so I can make this payment plan happen.  Borrower added on 12/03/11 > Thank you all for your help in this project!! I really appreciate all of you!  Borrower added on 12/07/11 >  It feels good to have graduate school behind me, and great health and a great job moving forward. Thank you again for your consideration!",223xx,VA,21.9,0,7/1/1990,0,73,NA,9,0,97.4,26,FALSE,0,NA,97%,1
M1401369,Charged Off,Realtor Assn of Greater Ft Lauderdale,8 years,OWN,40000,n,"proceeds of loan is to pay of $12,600.00 in credit card debt averaging about 13%, and the balance to purchase 20 replacement windows for my home for energy savings and to increase the value.",333xx,FL,22.83,0,9/1/1997,0,NA,NA,14,0,47,24,FALSE,0,NA,47%,1
M1401370,Fully Paid,ArtsFund,2 years,RENT,60000,n,I was introduced to the LendingClub through ebay. I will be purchasing a local used car. The car has been inspected by my mechanic and comes with a complete history of the vehicle.,981xx,WA,6.22,0,11/1/2000,0,51,NA,5,0,12.2,12,FALSE,0,NA,12%,1
M1401371,Current,Daimler Trucks North America,10+ years,MORTGAGE,140000,n,"We are confident we will be successful in this venture. This is a booth rental salon and we already have the majority of the booths spoken for. The location of the salon is in the middle of the busiest strip mall in town.    Borrower added on 12/12/11 > I would like to add that I have held a job with the same company for over 17 years. I make a very good stable income that alone, even if our business were to fail, I could make the monthly payments. It is a shame that they cannot go on just credit and income because we are very good on paper in those departments.",970xx,OR,4.29,2,12/1/1994,2,16,NA,14,0,80.4,39,FALSE,0,NA,80%,1
M1401372,Charged Off,Cablevision,3 years,RENT,40000,n,"576332 added on 11/17/09 > Thank you to all who review and consider my loan request.  I am moving in to a new Apartment and need the money for security deposit as soon as possible.  Although I have listed a 36 month payment plan, this is the absolute longest period of time it would take to pay back.  I always make timely payments on my credit card, and student loans.  Please help!!  Again, thank you for considering my loan and hope to hear from you soon!",117xx,NY,9.6,0,9/1/2002,0,26,NA,8,0,12.4,12,FALSE,0,NA,12%,1
M1401373,Fully Paid,Tiffany & Co.,1 year,RENT,40000,n,For auto purchase from private party.,911xx,CA,15.63,0,10/1/2002,0,NA,NA,11,0,75.9,16,FALSE,0,NA,76%,1
M1401374,Fully Paid,Deloitte Tax LLP,4 years,MORTGAGE,96000,n,"This is my second time using Lending Club after a very successful first experience.  The first time around I borrowed to purchase an incredible engagement ring.  Since then, I've paid-off the Lending Club Loan in full and now would like to make some improvements to a recently purchased home. The house is great, but no house is perfect. The two major things I knew I would eventually want to improve were, 1) size of the master bedroom 2) laundry room (or lack thereof). The plan is to extend out a wall in the bedroom adding an additional 70 square feet and convert a small full bathroom into a half bath and laundry room. Please let me know if you have any questions. I will make every effort to answer your questions promptly. Your consideration in funding the loan means a great deal to me. Thank you!",328xx,FL,4.64,0,9/1/2003,1,NA,NA,9,0,13.9,25,FALSE,0,NA,14%,1
M1401375,Charged Off,Avista Healthcare,< 1 year,RENT,20796,n,"I have 3 credit cards that I would like to payoff. The interest on each card is at 10% each. So if I consolidate all three into one and get a loan with just one interest rate, it would be great to just have 1 bill with a 10% interest rate instead of 3 cards that total 30%.. Let me make a correction...I put 10% for the credit cards. What I meant to say was I would rather pay a fixed interest rate of 10% on just one loan rather than pay a variable interest on 3 credit cards. Which each credit card is at least 18% interest.  And what makes me a good candidate for repaying this loan off is that I am in the medical field which is in high demand so I do not see myself losing my job, I am in a very well stable field. As we all know there is a high demand in the medical field right, which is where I am right now. I pay my credit cards on time. I would just like to have the one monthly payment, instead of spreading them into 3 payments. Hoping to get the help that I need, as I will not disappoint anyone who is willing to help. I would also like to add that I had the option of doing a traditional bank loan, but when I found out about this peer to peer lending, I thought it was great that there are other individuals who are willing to invest their hard earned money to help others. I would rather pay the interest to individuals who are willing to help others rather than pay  interest to a traditional bank. I thank you again in advance for the help.",081xx,NJ,12.12,0,11/1/2004,0,25,NA,11,0,42,26,FALSE,0,NA,42%,1
M1401376,Fully Paid,Swagelok,1 year,MORTGAGE,57200,n,NA,441xx,OH,1.05,0,9/1/1995,0,NA,NA,2,0,5,7,FALSE,0,NA,5%,1
M1401377,Fully Paid,Federal Home Loan Mortgage,2 years,RENT,61500,n,I am looking to consolidate a few high interest credit cards into one manageable payment: Discover - $6000 at 19.9% Visa - $7000 at 16.9% I incurred the debt moving out on my own ( not from my mom's house but out of a long term relationship!!!) I am gainfully employed as a financial analyst with the same company for two years and do not expect any changes in my employment for at least 3 years.  Please do not hesitate to ask questions  Monthly Budget with loan payment: $3400 take home income per month: $486 loan payment $900 Rent $250 electric/cable $100 Phone $40 car insurance $120 gas $200 food $220 other loan (2 years left) $400 savings Total spending income: $684 approximately t; Thank you all for investing!!!,208xx,MD,10.11,0,11/1/2000,2,NA,NA,7,0,42.3,17,FALSE,0,NA,42%,1
M1401378,Fully Paid,World Financial Group,4 years,MORTGAGE,50402.03,n,"I have 2 credit cards, one at 17.24% with $2,500 balance and another at 13.24% with $2,500 balance.  I would like to consolidate and combine both of these cards, and pay them off.  My husband and I would like to start trying for a baby soon and I would like to have no debt before the baby arrives.  Thank you.",300xx,GA,11.45,0,5/1/1994,0,64,NA,23,0,41.8,47,FALSE,0,NA,42%,1
M1401379,Fully Paid,JPMorgan Chase,1 year,RENT,58000,n,"This loan is strictly being used to consolidate my debts, including paying off my credit cards, as well as a personal loan provided outside of a lending institituion. This would put me in a position to pay $100 less per month, which is a significant savings for me. I literally am taking this dollar amount and clearing my credit card debt and making payments at a lower interest rate. Please help me get into a better situation with my payments, by having a lower interest rate, in return helping yourself. Right now I am paying $500 per month to CC debt. I can cut that down to $360 by any and all contributions you can provide. I'll end up saving $3,000 in the long run and be credit card free.  I have a great job, i'm in a great industry and our company is doing well. I am not in jeopardy of losing my employment, as i'm a great employee and a hard worker.  I've never missed a payment in my entire life and pride myself on that. Everyone needs help at some point in their life and I truely need this funding to help me re-structure my debts from +20% interest rates to a lower rate.  Please help me now so i can in return help others in the future must faster. Right now I am paying $500 per month to CC debt. I can cut that down to $360 by any and all contributions you can provide. I'll end up saving $3,000 in the long run and be credit card free.  I have a great job, i'm in a great industry and our company is doing well. I am not in jeopardy of losing my employment, as i'm a great employee and a hard worker.  I've never missed a payment in my entire life and pride myself on that. Everyone needs help at some point in their life and I truely need this funding to help me re-structure my debts from +20% interest rates to a lower rate.  Please help me now so i can in return help others in the future must faster. KEEP INVESTING IN ME!!!! I really appreciate everyone who is committing to my debt consolidation. You're making a strong investment into building a better future for me and my family. This loan strongly helps me re-structure my debts and enables a quicker recovery to becoming debt free.  I NEED your help and every little bit counts.  THANKS!!! 3 days left!!!! Please help me reach the best percentage of my goal possible. INVEST IN ME BECAUSE I'M IN NEED OF YOUR MONEY AND BECAUSE YOU WANT TO EARN A RETURN ON YOUR INVESTMENT. PLEASE FUND MY LOAN, I NEED TO GET OUT OF THIS DEBT AND THIS LOAN IS THE RIGHT OPTION, I GREATLY COULD USE THE ENTIRE $14,500. If i don't get my full funding, I am going to still owe 20% on an amount. PLEASE HELP.  Thank you all. I extremely value your willingness to invest in me, your best investment. 2 DAYS LEFT!!! PLEASE INVEST WITH ME. I AM BLESSED AND EAGER TO HAVE FOUND THIS OPPORTUNITY TO WORK OUT A BEST SITUATION AS A DEBT SOLUTION.",021xx,MA,24.39,0,9/1/2002,2,NA,NA,11,0,84.5,22,FALSE,0,NA,84%,1
M1401380,Fully Paid,dhl express,9 years,OWN,38600,n,our bathroom floor needs repair new floor boards from water damage from a broken pipe. I will use the loan to to repair our bathroom floor and broken pipe. I am a very hard working person who is very reliable and responsible. and who is honest.,900xx,CA,2.46,0,8/1/2000,1,60,NA,4,0,88,16,FALSE,0,NA,88%,1
M1401381,Charged Off,Exxonmobil,1 year,RENT,23196,n,I have about 9000$ in Credit Card debt. The interest rates on my cards are through the roof and I am looking to consolidate my cards and erase my debt. I have had some bank offers but just not what I want..  I currently make a monthly payment over 410$.,245xx,VA,16.76,0,10/1/2000,0,31,NA,6,0,71.9,14,FALSE,0,NA,72%,1
M1401382,Fully Paid,Servco Pacific,6 years,MORTGAGE,90000,n,This loan will be used to invest in a financial software company.,967xx,HI,1.15,0,6/1/1986,3,NA,NA,12,0,10,59,FALSE,0,NA,10%,1
M1401383,Fully Paid,Papa John's Pizza,2 years,RENT,14400,n,"I am a student at University of Arizona.  I am a double major in MIS/OM and I work between 32-38 hours a week.  I am applying for this loan because I want to consolidate some of the debt that I have occurred into one payment. It would make life at lot easier on me if I could make just one payment.  I am very reliable. I have never had a late payment on anything, I make sure of that. I think for having such a high credit score for someone my age proves the above as well as shows my financial responsibility.  Thanks for your time!",857xx,AZ,5.5,0,1/1/2007,0,NA,NA,6,0,60.2,8,FALSE,0,NA,60%,1
M1401384,Fully Paid,GreenPath,4 years,RENT,48000,n,NA,481xx,MI,20.18,0,10/1/2000,0,NA,NA,6,0,16.4,16,FALSE,0,NA,16%,1
M1401385,Fully Paid,162 fighter wing,9 years,MORTGAGE,66996,n,NA,852xx,AZ,21.8,0,9/1/2000,0,NA,NA,6,0,87,17,FALSE,0,NA,87%,1
M1401386,Fully Paid,Oxyheal health group,< 1 year,RENT,55000,n,NA,985xx,WA,15.62,0,4/1/2001,1,NA,NA,9,0,84.4,27,FALSE,0,NA,84%,1
M1401387,Charged Off,Cutting Edge Little Caesars,< 1 year,MORTGAGE,40000,n,NA,280xx,NC,17.01,0,2/1/2001,0,61,NA,17,0,56.8,25,FALSE,0,NA,57%,1
M1401388,Fully Paid,Baylor University,10+ years,MORTGAGE,44991.48,n,NA,767xx,TX,4,0,9/1/1994,2,69,NA,6,0,87.8,10,FALSE,0,NA,88%,1
M1401389,Charged Off,Sun Life Financial,10+ years,RENT,48200,n,"I will be paying off payday loans closed credit accounts and money owed to so many people Right now my account is negitive and I am a mess please be real. I must also say that I am very true to my words.  I pay my bills and when I was a younger girl the concept of a credit card was like free money.  I wanted I bought.  The balance became too much.  I tried consolidation groups since 2000.  I had a credit outstanding of over 42,000.00 on two cards at that time.  I am now down to 6300.00 remaining but I dropped out the consolidation group because I would pay my money and the banks and consolidation group would hold my money as long as they could jacking up my interest.  It was bad.  So lfe goes on and I rack up other bills trying to get rid of the bills I have had.  Vicious circle and I just want one bill so I can have peace of mind and sleep again.  My life is a mess right now and only I can fix it with of course the help you your lenders.  Please help me.  The banks certainly don't. Does it matter if I fix my spelling errors.  I type for a living, too. My ultimate goal of buying a home will not be immediate, but right now it's not even within reach.  It is amazing to me how I have tried to do the right thing my whole life and it doesn't work out for me.  I could have claimed bankruptcy 10 years ago and it would have been erased off of my credit report by now but I am true to my word and although I tend to loose my way a little bit at times I know what the right thing is.  I do not know how I stumbled across this site but it makes me feel good to know that there are people out there who generally still care about other people.  It warms the soul.  I am now dedicated to this and will pay it forward in my future.  I thank you all for your help.",020xx,MA,21.49,1,11/1/1986,2,5,NA,14,0,54.5,25,FALSE,0,NA,54%,1
M1401390,Fully Paid,Presbyterian Homes,5 years,RENT,42000,n,NA,554xx,MN,22.17,0,12/1/1993,6,NA,89,31,1,64.8,60,FALSE,0,NA,65%,1
M1401391,Fully Paid,TCI,10+ years,MORTGAGE,70000,n,NA,613xx,IL,3.53,0,4/1/2000,0,NA,NA,9,0,7.9,19,FALSE,0,NA,8%,1
M1401392,Fully Paid,AlliedBarton,2 years,RENT,36000,n,I am using the funds to pay off a high interest credit card. I work full time at a very stable job. I have never had any late payments on any of my credit card bills or rent.  I am very frugal in my spending so I plan to pay this loan off faster than 3 years. I plan to pay the loan off in less than 3 years (possibly 2) by adding extra payments each month. I have excellent credit history as well.,900xx,CA,11.17,0,5/1/1993,1,NA,NA,13,0,28.5,19,FALSE,0,NA,28%,1
M1401393,Charged Off,tstrim ind,6 years,RENT,42000,n,Thanks  for you trust,432xx,OH,19.11,0,9/1/2001,0,34,NA,6,0,97.7,17,FALSE,0,NA,98%,1
M1401394,Fully Paid,US Army,5 years,RENT,28008,n,Currently deployed to Afghanistan with the US Army and trying to consolidate my debt and pay it off before returning home.,326xx,FL,15.9,0,1/1/2007,0,NA,NA,4,0,68.5,7,FALSE,0,NA,68%,1
M1401395,Fully Paid,Social Security Administration,6 years,MORTGAGE,57400,n,NA,352xx,AL,7.51,0,10/1/1998,0,NA,NA,10,0,20.9,35,FALSE,0,NA,21%,1
M1401396,Fully Paid,Pueblo of Sandia Tribal Gaming Comm.,2 years,MORTGAGE,26400,n,"Paying off some high-interest revolving debt. Never had a late or missed payment. Working in a nearly recession-proof industry. Someone asked about the market value of my home, but I accidentally clicked ignore instead of submit on my answer. According to Zillow, it's $231,500. Current payoff amount on the mortgage is $146,400.",871xx,NM,24.32,0,9/1/2005,1,NA,NA,6,0,66.4,7,FALSE,0,NA,66%,1
M1401397,Fully Paid,Los Angeles Film School,10+ years,MORTGAGE,91154,n,NA,913xx,CA,5.85,1,7/1/1985,0,4,NA,15,0,38.1,33,FALSE,0,NA,38%,1
M1401398,Fully Paid,Kane Security,7 years,OWN,48000,n,"I would like to buy a nearly new harley off ebay or craigs list, I would like to have the money ready when I bid. The merchants on ebay want the winning bidder to pay very quickly, usually within five days, making it difficult to finance in the usual manner.",756xx,TX,6.28,1,11/1/1994,0,10,NA,6,0,11.9,9,FALSE,0,NA,12%,1
M1401399,Fully Paid,Dept of the Army,10+ years,MORTGAGE,64800,n,NA,856xx,AZ,6.87,1,3/1/1984,2,11,NA,10,0,27,24,FALSE,0,NA,27%,1
M1401400,Charged Off,M&T Bank,7 years,RENT,60000,n,I have been at my job for 7 years now but I'm also working on starting my own business and I plan to use this loan to purchase equipment for my business.  I plan on paying this loan off in less than a year.  My credit score is excellent with loans being paid on time and in full.,212xx,MD,4.34,0,12/1/2000,0,NA,NA,7,0,70.3,20,FALSE,0,NA,70%,1
M1401401,Fully Paid,Mandarin Oriental Hotel Group,1 year,RENT,35000,n,NA,021xx,MA,17.73,0,6/1/2000,0,64,NA,6,0,66.3,23,FALSE,0,NA,66%,1
M1401402,Current,TOWN OF PLATTEKILL,10+ years,MORTGAGE,57500,n,NA,124xx,NY,6.18,1,9/1/1982,0,16,NA,6,0,42.1,23,FALSE,0,NA,42%,1
M1401403,Fully Paid,G4S Secure Solutions,4 years,MORTGAGE,51000,n,NA,334xx,FL,17.41,0,9/1/1997,0,NA,110,12,1,53.3,23,FALSE,0,NA,53%,1
M1401404,Fully Paid,Jpmorgan Chase,4 years,RENT,39600,n,NA,925xx,CA,5.09,0,10/1/1998,0,NA,NA,8,0,84.2,13,FALSE,0,NA,84%,1
M1401405,Fully Paid,Weatherford Independent School District,< 1 year,RENT,48956,n,"Hi. I recently was offered a new job opportunity that I gladly accepted. The job is in the field in which I recently received my college degree. I am needing these funds to help cover costs associated with relocating to a new city to be closer to that job (Moving truck, deposits, time, supplies, labor, etc.).",750xx,TX,20.17,0,8/1/2004,0,NA,NA,22,0,46.9,40,FALSE,0,NA,47%,1
M1401406,Fully Paid,Crossix Solutions,< 1 year,RENT,60000,n,"Reason for Credit Card Consolidation:  I would like to lower the interest I am currently paying on my Credit Cards.  I am currently paying approximately an average of 29-30% on the credit cards. Receiving this loan will allow me to lower the amount I am paying in interest and also to pay back all the debt in a more disciplined manner.  Reasons why I would be a good borrower: Good standing with paying on time. Reliable and responsible.  Stability of Job: The length of my job seems short only because I just moved to a new city.  Financially, I increased my income by 67%.  I am doing very well in my current position and I hope to stay there for many years.",112xx,NY,10.9,0,12/1/2003,0,38,NA,10,0,95.9,21,FALSE,0,NA,96%,1
M1401407,Fully Paid,NA,n/a,RENT,30000,n,I'm a graduate student trying hard to pay off my credit cards and get back to a debt-free life. Thanks for investing in my journey!,303xx,GA,15.6,0,8/1/2000,0,NA,NA,7,0,38.7,19,FALSE,0,NA,39%,1
M1401408,Charged Off,NA,10+ years,MORTGAGE,60000,n,NA,871xx,NM,13.64,0,8/1/1988,0,NA,NA,10,0,53.9,29,FALSE,0,NA,54%,1
M1401409,Fully Paid,Clark Construction,2 years,RENT,57996,n,"Hello,  This loan is needed for my fiance' and I to get married this upcoming Sept, 2010.  I am a civil engineer working for a large general contractor for 2.5 years.  The money will be used to final pay the reception hall for the wedding.  We are both paying for this wedding out of our pocket with no assistance from parents or other family memebers.  Thank You For All That Can Help.",201xx,VA,17.75,0,1/1/2004,0,NA,NA,13,0,89.8,18,FALSE,0,NA,90%,1
M1401410,Charged Off,"ADR International, Inc",4 years,MORTGAGE,65000,n,"I‰Ûªve started up a new business by breaking off a web-based software application from our design & engineering company of 9 years. This application, VinyasaMT, allows the user to manage projects and data from anywhere in the world. All you need is access to the Internet. The latest version of VinyasaMT was released in January of 2008 and already has a small customer base ‰ÛÒ about 50 paid subscriptions to date.    And now, as of Friday, April 4, 2008, we received a signed letter of intent from Ford Motor Company to provide VinyasaMT and the data management services behind it, to over 100 of Ford‰Ûªs approved accessory suppliers. This agreement with Ford requires each supplier to purchase a minimum of one subscription of VinyasaMT. Our conservative goal is to sign up half of this supplier base by December 31, 2008. This equals $100,000 of revenue.  The money we are requesting will help support this increase in customer base. It requires the immediate hiring of one or two data management employees and the upgrading of our hardware infrastructure.   Additional information about ADR International, Inc. (design & engineering) and VinyasaMT LLC (application demos) can be found at the following websites: www.adrintl.com  www.vinyasamt.com",480xx,MI,12.55,0,1/1/1991,0,NA,NA,10,0,6.4,33,FALSE,0,NA,6%,1
M1401411,Fully Paid,NA,10+ years,MORTGAGE,100000,n,"I will use the money to convert my water heater and pool pump over to solar energy and also upgrade my air conditioning system to a much more efficient system.  These changes alone should be saving approximately $200/mo. on my energy bill and will be better for the environment.  The system will pay for itself in 4 years' time.  I have never defaulted on any loan I've ever received.  I have a very stable job.  I am a realtime court reporter working in the civil and criminal areas. Although I am self-employed as an independent contractror, I only work for one company and have been since 1995.  I am the highest-producing court reporter out of our firm of 30 reporters.  Our family expenses run about $6,000 and my monthy income averages 10K-12K and my husband nets about another 3K/month. I will be using this loan to convert my water heater and pool pump to solar energy as well as install a new air conditioning system that is much more efficient.  These energy improvements will save approx. $200/mo. on my energy bill, as well as help the environment.  These improvements will pay for themselves within 4 years.  I have a very stable job.  I a realtime court reporter working in the civil and criminal areas.  Although I am an independent contractor, I only work for one company, and I have worked for that company, Volusia Reporting Company, since 1995.  I am the top income-producing reporter in our company of 30 reporters.  My monthly income averages 10-12K and my husband nets another 3K monthly.  Our monthly family expenses run approximately $6,000.  I have never, ever defaulted on any loan I have ever received and am a very responsible and conscientious bill payer. Note:  When I filled out my application, I listed my NET income of 100K, instead of my GROSS income of 120K.  Thus, my profile lis listing my net income ($8333) and calling it my gross income.  I didn't see where it specified on the application gross or net - my mistake.",327xx,FL,7.55,0,6/1/1982,0,NA,NA,10,0,54.3,38,FALSE,0,NA,54%,1
M1401412,Fully Paid,Fedex Express,< 1 year,OWN,18000,n,"Thank you for funding my loan! It is greatly appreciated...God bless. I am currently working for Federal Express and Substitute Teaching 1-3 times a week. I have been substitute teaching for 2 years without any benefits so I was fortunate enough to find a job with Fedex as a package handler, while still being able to focus on pursuing and contracted teaching position. I have accumulated some credit card debt from college and would like to get away from the high interest rates and do away with all debt that I have on my shoulders. Any contributions would be greatly appreciated.",193xx,PA,17.93,0,9/1/2003,2,NA,NA,6,0,82.4,9,FALSE,0,NA,82%,1
